District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
Escondido Union,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.20%
Escondido Union,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.90%
Escondido Union,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.20%
Escondido Union,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.90%
Escondido Union,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.10%
Escondido Union,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.10%
Escondido Union,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,0.70%
Escondido Union,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.50%
Escondido Union,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.00%
Escondido Union,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,2.20%
Escondido Union,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.20%
Escondido Union,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,0.90%
Escondido Union,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.80%
Escondido Union,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.50%
Escondido Union,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.20%
Escondido Union High,2017,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,8.70%
Escondido Union High,2016,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.00%
Escondido Union High,2016,Filipino,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.30%
Escondido Union High,2016,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,5.30%
Escondido Union High,2015,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.60%
Escondido Union High,2017,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.60%
Escondido Union High,2017,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,10.10%
Escondido Union High,2014,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.10%
Escondido Union High,2014,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,10.90%
Escondido Union High,2014,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,14.90%
Escondido Union High,2019,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,5.40%
Escondido Union High,2019,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.80%
Escondido Union High,2016,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,8.10%
Escondido Union High,2016,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,12.90%
Escondido Union High,2014,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,6.80%
Escondido Union High,2014,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,8.00%
Escondido Union High,2014,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.60%
Escondido Union High,2014,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,3.70%
Escondido Union High,2014,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.90%
Escondido Union High,2014,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,11.10%
Escondido Union High,2017,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,1.40%
Escondido Union High,2018,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,13.60%
Escondido Union High,2018,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,8.60%
Escondido Union High,2019,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Escondido Union High,2019,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Escondido Union High,2015,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,17.70%
Escondido Union High,2015,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,12.40%
Escondido Union High,2015,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,15.20%
Escondido Union High,2015,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,6.40%
Escondido Union High,2015,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.40%
Escondido Union High,2015,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.10%
Escondido Union High,2016,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Escondido Union High,2016,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.70%
Escondido Union High,2016,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,6.30%
Escondido Union High,2016,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,6.00%
Escondido Union High,2016,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,13.60%
Escondido Union High,2018,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,5.50%
Escondido Union High,2018,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.80%
Escondido Union High,2018,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.40%
Escondido Union High,2018,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.20%
Escondido Union High,2018,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Green,"Medium, Declined Significantly (Green )",Medium,4.00%
Escondido Union High,2018,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,2.10%
Escondido Union High,2018,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,2.90%
Escondido Union High,2018,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,2.60%
Escondido Union High,2018,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Escondido Union High,2019,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.20%
Escondido Union High,2015,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,4.60%
Escondido Union High,2015,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.70%
Escondido Union High,2015,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,3.70%
Escondido Union High,2015,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.50%
Escondido Union High,2017,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.20%
Escondido Union High,2017,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.90%
Escondido Union High,2017,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.60%
Escondido Union High,2017,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.30%
Escondido Union High,2017,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.90%
Escondido Union High,2017,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.80%
Escondido Union High,2017,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.50%
Escondido Union High,2014,Asian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.40%
Escondido Union High,2014,Filipino,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,1.80%
Escondido Union High,2016,Asian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,2.30%
Escondido Union High,2019,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,2.40%
Escondido Union High,2019,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,3.10%
Escondido Union High,2019,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.40%
Escondido Union High,2019,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.80%
Escondido Union High,2019,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.50%
Escondido Union High,2019,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.40%
Fallbrook Union Elementary,2017,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.30%
Fallbrook Union Elementary,2017,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.30%
Fallbrook Union Elementary,2015,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2015,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2015,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union Elementary,2019,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union Elementary,2019,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union Elementary,2017,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2017,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2019,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2014,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,8.00%
Fallbrook Union Elementary,2016,Amer Indian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,36.40%
Fallbrook Union Elementary,2014,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.40%
Fallbrook Union Elementary,2014,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.50%
Fallbrook Union Elementary,2015,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.90%
Fallbrook Union Elementary,2016,SwD,San Diego,Elementary School District,Disability Status,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.70%
Fallbrook Union Elementary,2016,Black,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.60%
Fallbrook Union Elementary,2016,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,1.40%
Fallbrook Union Elementary,2018,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.60%
Fallbrook Union Elementary,2018,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,1.60%
Fallbrook Union Elementary,2018,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2018,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.30%
Fallbrook Union Elementary,2018,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2018,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,0.90%
Fallbrook Union Elementary,2018,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union Elementary,2018,Filipino,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union Elementary,2018,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2018,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined Significantly,Blue,"Very Low, Declined Significantly (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2019,Black,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,4.20%
Fallbrook Union Elementary,2019,Asian,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,2.60%
Fallbrook Union Elementary,2019,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.30%
Fallbrook Union Elementary,2016,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.70%
Fallbrook Union Elementary,2016,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Fallbrook Union Elementary,2016,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Fallbrook Union Elementary,2016,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.10%
Fallbrook Union Elementary,2015,SwD,San Diego,Elementary School District,Disability Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,2.40%
Fallbrook Union Elementary,2015,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.50%
Fallbrook Union Elementary,2015,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.10%
Fallbrook Union Elementary,2015,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.20%
Fallbrook Union Elementary,2015,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.40%
Fallbrook Union Elementary,2015,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.00%
Fallbrook Union Elementary,2017,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,1.60%
Fallbrook Union Elementary,2017,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.20%
Fallbrook Union Elementary,2017,All Students,San Diego,Elementary School District,All Students,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2017,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2017,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Fallbrook Union Elementary,2014,White,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,0.90%
Fallbrook Union Elementary,2014,Two or More,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.10%
Fallbrook Union Elementary,2014,All Students,San Diego,Elementary School District,All Students,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.60%
Fallbrook Union Elementary,2014,Econ Disadv,San Diego,Elementary School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.80%
Fallbrook Union Elementary,2014,Hispanic,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.90%
Fallbrook Union Elementary,2014,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2014,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,1.50%
Fallbrook Union Elementary,2014,Pacific Isle,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,11.10%
Fallbrook Union Elementary,2016,Asian,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2016,Filipino,San Diego,Elementary School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,0.00%
Fallbrook Union Elementary,2019,Hispanic,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.20%
Fallbrook Union Elementary,2019,Two or More,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,0.80%
Fallbrook Union Elementary,2019,White,San Diego,Elementary School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.00%
Fallbrook Union Elementary,2019,Econ Disadv,San Diego,Elementary School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,1.30%
Fallbrook Union High,2017,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,8.50%
Fallbrook Union High,2017,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,8.10%
Fallbrook Union High,2017,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,8.50%
Fallbrook Union High,2015,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2015,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2017,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,10.30%
Fallbrook Union High,2014,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,10.30%
Fallbrook Union High,2014,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,2.30%
Fallbrook Union High,2014,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,13.30%
Fallbrook Union High,2019,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,6.00%
Fallbrook Union High,2019,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,5.30%
Fallbrook Union High,2019,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,4.80%
Fallbrook Union High,2019,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,5.90%
Fallbrook Union High,2016,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2016,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,16.70%
Fallbrook Union High,2014,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,6.50%
Fallbrook Union High,2014,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,8.40%
Fallbrook Union High,2014,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,8.10%
Fallbrook Union High,2014,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,11.10%
Fallbrook Union High,2014,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.10%
Fallbrook Union High,2014,Asian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,6.90%
Fallbrook Union High,2017,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2017,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2018,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,9.50%
Fallbrook Union High,2018,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,11.10%
Fallbrook Union High,2018,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.90%
Fallbrook Union High,2019,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2015,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,14.30%
Fallbrook Union High,2015,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"Very High, Increased Significantly (Red )",Very High,11.60%
Fallbrook Union High,2015,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,13.30%
Fallbrook Union High,2015,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,6.60%
Fallbrook Union High,2015,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.70%
